Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
505,CA-1505,2026-01-16,2025-04-23,Second Class,CUST-207,USA,Adamsbury,Idaho,88981,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,954,17,416,538
506,CA-1506,2025-12-21,2026-02-28,First Class,CUST-192,USA,North Ryan,Michigan,29687,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,697,13,347,350
507,CA-1507,2025-11-08,2025-05-16,Second Class,CUST-139,USA,Grahamburgh,New Mexico,19029,Sugar,South,P-006,Laffy Taffy,348,10,285,63
508,CA-1508,2025-06-04,2025-10-13,First Class,CUST-216,USA,Kathymouth,Pennsylvania,89985,Sugar,West,P-012,Hair Toffee,878,16,723,155
509,CA-1509,2025-08-24,2025-04-26,Second Class,CUST-266,USA,Lawrenceburgh,Florida,85529,Sugar,East,P-011,Everlasting Gobstopper,647,26,364,283
510,CA-1510,2025-07-06,2026-03-30,First Class,CUST-056,USA,Barryshire,Maryland,69527,Sugar,South,P-007,SweeTARTS,818,7,581,237
511,CA-1511,2025-07-15,2025-09-10,Standard Class,CUST-147,USA,South Alexander,Pennsylvania,66269,Sugar,Central,P-012,Hair Toffee,391,23,263,128
512,CA-1512,2025-04-16,2026-02-16,Second Class,CUST-028,USA,North Abigailton,Iowa,86932,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,240,17,178,62
513,CA-1513,2025-06-12,2025-11-16,Standard Class,CUST-153,USA,Campbellmouth,New Mexico,41319,Sugar,South,P-008,Nerds,325,20,101,224
514,CA-1514,2026-01-13,2025-11-26,Standard Class,CUST-233,USA,Reedton,New Hampshire,61181,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,138,9,28,110
515,CA-1515,2026-02-02,2025-12-06,Second Class,CUST-099,USA,Melissatown,Missouri,74411,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,805,30,670,135
516,CA-1516,2026-01-28,2025-06-08,Second Class,CUST-092,USA,Lake Troy,Iowa,04055,Other,Central,P-013,Lickable Wallpaper,864,28,117,747
517,CA-1517,2025-10-08,2026-03-30,Standard Class,CUST-242,USA,Joseton,Arizona,69416,Sugar,South,P-006,Laffy Taffy,610,22,451,159
518,CA-1518,2025-10-10,2025-08-04,Second Class,CUST-242,USA,Hodgesstad,Pennsylvania,11663,Sugar,West,P-006,Laffy Taffy,299,15,118,181
519,CA-1519,2025-12-04,2025-09-27,Second Class,CUST-233,USA,Priceshire,Colorado,23400,Other,South,P-014,Wonka Gum,397,24,151,246
520,CA-1520,2025-08-07,2026-02-22,First Class,CUST-159,USA,Morrisfurt,South Carolina,14690,Sugar,West,P-008,Nerds,711,20,576,135
521,CA-1521,2025-10-11,2025-05-15,First Class,CUST-182,USA,Clarktown,Kansas,81784,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,847,30,498,349
522,CA-1522,2025-12-01,2026-01-12,Standard Class,CUST-240,USA,New Clayton,Arizona,67252,Sugar,South,P-007,SweeTARTS,712,23,614,98
523,CA-1523,2026-04-01,2025-05-17,Second Class,CUST-196,USA,Lake Richard,Oregon,10363,Sugar,Central,P-009,Fun Dip,469,21,394,75
524,CA-1524,2026-02-22,2025-07-02,Standard Class,CUST-192,USA,Sonyatown,Washington,02660,Other,West,P-014,Wonka Gum,526,13,227,299
525,CA-1525,2026-03-16,2025-05-17,Standard Class,CUST-165,USA,Montesburgh,Maryland,47904,Sugar,South,P-009,Fun Dip,788,17,552,236
526,CA-1526,2026-01-04,2025-10-09,Standard Class,CUST-087,USA,Jesseville,Oregon,38445,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,905,24,616,289
527,CA-1527,2025-06-03,2025-06-13,Second Class,CUST-219,USA,South David,Georgia,03152,Sugar,East,P-006,Laffy Taffy,186,13,65,121
528,CA-1528,2025-07-06,2026-02-25,First Class,CUST-138,USA,Reyesview,Tennessee,10938,Sugar,Central,P-011,Everlasting Gobstopper,216,23,56,160
529,CA-1529,2026-03-10,2025-06-08,First Class,CUST-213,USA,Henryland,Louisiana,02490,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,720,12,579,141
530,CA-1530,2025-09-22,2025-09-13,Standard Class,CUST-212,USA,Brendamouth,South Dakota,12209,Sugar,South,P-009,Fun Dip,688,27,589,99
531,CA-1531,2026-03-09,2025-05-19,Standard Class,CUST-078,USA,Jameschester,Missouri,63272,Other,West,P-014,Wonka Gum,874,30,354,520
532,CA-1532,2025-05-23,2025-08-06,First Class,CUST-094,USA,Lake Steventown,Nebraska,35399,Sugar,South,P-006,Laffy Taffy,836,11,636,200
533,CA-1533,2025-10-13,2026-02-25,Second Class,CUST-144,USA,Tamiborough,Nevada,36624,Sugar,East,P-011,Everlasting Gobstopper,347,30,285,62
534,CA-1534,2025-10-06,2026-03-31,First Class,CUST-241,USA,Berrytown,Kansas,03317,Other,East,P-013,Lickable Wallpaper,946,18,49,897
535,CA-1535,2025-08-02,2025-10-19,First Class,CUST-063,USA,Port Jacobburgh,South Dakota,46555,Sugar,East,P-011,Everlasting Gobstopper,825,29,161,664
536,CA-1536,2025-08-07,2025-07-07,Second Class,CUST-233,USA,Philipmouth,Wisconsin,12692,Sugar,West,P-012,Hair Toffee,197,14,61,136
537,CA-1537,2025-08-19,2025-07-04,Standard Class,CUST-079,USA,Erinburgh,South Carolina,05686,Sugar,South,P-009,Fun Dip,838,19,231,607
538,CA-1538,2025-10-17,2025-09-24,Second Class,CUST-027,USA,North Amyville,Arkansas,09393,Other,West,P-014,Wonka Gum,446,5,294,152
539,CA-1539,2026-03-14,2026-03-14,First Class,CUST-015,USA,Port Timothy,Wyoming,02788,Chocolate,South,P-002,Wonka Bar - Fudge Mallows,300,5,242,58
540,CA-1540,2025-05-17,2025-06-29,Second Class,CUST-072,USA,Jameston,Kansas,40772,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,670,8,581,89
541,CA-1541,2025-09-25,2025-08-28,First Class,CUST-095,USA,Barrettville,New Jersey,93070,Sugar,South,P-012,Hair Toffee,222,12,25,197
542,CA-1542,2025-05-05,2026-01-29,Standard Class,CUST-195,USA,Allisontown,North Carolina,73343,Sugar,West,P-009,Fun Dip,863,9,149,714
543,CA-1543,2025-07-02,2025-08-22,Standard Class,CUST-106,USA,East Sean,Oklahoma,36992,Sugar,South,P-011,Everlasting Gobstopper,956,15,882,74
544,CA-1544,2026-03-15,2025-08-30,Second Class,CUST-225,USA,Marthatown,Idaho,99357,Other,West,P-010,Fizzy Lifting Drinks,473,17,22,451
545,CA-1545,2025-05-13,2026-01-02,First Class,CUST-031,USA,East Stephanie,Ohio,94236,Sugar,South,P-009,Fun Dip,940,8,212,728
546,CA-1546,2025-11-19,2025-08-09,Standard Class,CUST-276,USA,Walkerfort,Illinois,72227,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,375,28,27,348
547,CA-1547,2026-03-11,2025-12-21,First Class,CUST-296,USA,Robertoburgh,Florida,58863,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,679,14,78,601
548,CA-1548,2025-05-21,2025-06-22,Second Class,CUST-250,USA,North Catherine,Nevada,19825,Other,East,P-014,Wonka Gum,400,8,341,59
549,CA-1549,2026-02-22,2025-10-07,Second Class,CUST-251,USA,Silvaville,South Carolina,16005,Other,East,P-015,Kazookles,566,15,415,151
550,CA-1550,2026-01-26,2025-11-03,Standard Class,CUST-082,USA,Marshallport,Maine,43316,Other,West,P-013,Lickable Wallpaper,164,24,97,67
551,CA-1551,2025-11-03,2025-12-10,Second Class,CUST-013,USA,North Michaelshire,Oregon,23076,Other,East,P-014,Wonka Gum,432,18,30,402
552,CA-1552,2025-06-30,2025-09-01,Standard Class,CUST-216,USA,North Dianaberg,West Virginia,73765,Sugar,Central,P-012,Hair Toffee,212,8,124,88
553,CA-1553,2025-08-28,2026-02-01,Standard Class,CUST-300,USA,Codyborough,Delaware,44342,Sugar,South,P-011,Everlasting Gobstopper,529,12,431,98
554,CA-1554,2026-03-30,2025-08-11,Standard Class,CUST-059,USA,Clinemouth,Wisconsin,61495,Other,East,P-014,Wonka Gum,943,5,110,833
555,CA-1555,2026-03-24,2026-01-11,Second Class,CUST-043,USA,North Jeffside,Pennsylvania,91169,Other,East,P-015,Kazookles,324,23,198,126
556,CA-1556,2026-03-09,2025-11-29,Standard Class,CUST-133,USA,West Michael,Alaska,69567,Sugar,West,P-006,Laffy Taffy,542,15,436,106
557,CA-1557,2026-01-29,2025-05-19,First Class,CUST-201,USA,Cummingsfort,West Virginia,69478,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,612,15,71,541
558,CA-1558,2025-05-27,2025-04-29,Standard Class,CUST-219,USA,Duranberg,Ohio,19897,Other,West,P-014,Wonka Gum,802,7,478,324
559,CA-1559,2025-07-05,2025-12-10,Second Class,CUST-122,USA,West Tonyland,Vermont,98005,Other,West,P-013,Lickable Wallpaper,945,15,309,636
560,CA-1560,2025-12-07,2026-03-11,Second Class,CUST-149,USA,South Deniseshire,Indiana,99537,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,306,20,137,169
561,CA-1561,2026-03-25,2026-03-03,Standard Class,CUST-020,USA,Robertburgh,Kentucky,57153,Other,East,P-015,Kazookles,112,11,52,60
562,CA-1562,2025-08-06,2025-08-01,Standard Class,CUST-100,USA,Bakerchester,North Dakota,25572,Other,Central,P-010,Fizzy Lifting Drinks,155,28,29,126
563,CA-1563,2026-03-15,2026-02-27,Second Class,CUST-008,USA,North Lauren,Nebraska,74843,Sugar,South,P-008,Nerds,775,11,337,438
564,CA-1564,2025-04-12,2025-06-28,First Class,CUST-090,USA,New Rebeccafort,Kentucky,95415,Chocolate,Central,P-001,Wonka Bar - Nutty Crunch Surprise,809,28,724,85
565,CA-1565,2025-04-07,2026-03-08,Second Class,CUST-126,USA,Jordanchester,Arizona,67357,Other,South,P-014,Wonka Gum,662,21,228,434
566,CA-1566,2026-03-29,2025-07-21,First Class,CUST-287,USA,South Maryview,Utah,53973,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,157,11,45,112
567,CA-1567,2025-11-05,2025-12-06,Second Class,CUST-198,USA,Morenoberg,Rhode Island,26098,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,947,26,104,843
568,CA-1568,2025-09-18,2025-09-21,First Class,CUST-292,USA,New Michellebury,Oregon,24429,Sugar,Central,P-008,Nerds,804,22,698,106
569,CA-1569,2026-02-16,2026-01-04,First Class,CUST-232,USA,North Brittneymouth,Nebraska,23662,Sugar,West,P-006,Laffy Taffy,761,30,557,204
570,CA-1570,2025-09-03,2025-07-08,Standard Class,CUST-098,USA,Port Edwardborough,Vermont,38177,Sugar,West,P-011,Everlasting Gobstopper,270,21,122,148
571,CA-1571,2025-11-06,2026-04-01,Second Class,CUST-067,USA,South Darrell,California,76845,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,883,16,732,151
572,CA-1572,2026-02-13,2026-02-17,First Class,CUST-187,USA,Kristinville,Alaska,02625,Sugar,East,P-009,Fun Dip,825,19,425,400
573,CA-1573,2026-02-11,2026-03-12,Second Class,CUST-295,USA,West Linda,Tennessee,98874,Sugar,East,P-006,Laffy Taffy,597,24,204,393
574,CA-1574,2025-07-18,2026-02-05,Standard Class,CUST-218,USA,Thomaschester,Louisiana,70379,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,357,9,146,211
575,CA-1575,2026-03-16,2025-08-06,First Class,CUST-205,USA,Port Markhaven,South Carolina,48006,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,592,10,325,267
576,CA-1576,2025-10-24,2025-09-29,Standard Class,CUST-116,USA,Dawnport,Florida,96400,Other,East,P-014,Wonka Gum,988,27,254,734
577,CA-1577,2026-02-06,2026-03-09,First Class,CUST-264,USA,Buckshire,Washington,54092,Other,Central,P-015,Kazookles,730,21,407,323
578,CA-1578,2025-12-02,2025-09-16,First Class,CUST-112,USA,East Ronaldberg,Alabama,58469,Sugar,Central,P-006,Laffy Taffy,347,11,284,63
579,CA-1579,2025-05-07,2025-04-07,Second Class,CUST-089,USA,North Michael,Oregon,81176,Sugar,West,P-006,Laffy Taffy,138,22,48,90
580,CA-1580,2025-04-08,2025-12-12,Second Class,CUST-165,USA,Lake Jenna,Alaska,70721,Other,West,P-015,Kazookles,877,15,568,309
581,CA-1581,2026-04-01,2025-05-04,Second Class,CUST-174,USA,Floresmouth,Iowa,85995,Sugar,Central,P-006,Laffy Taffy,726,15,385,341
582,CA-1582,2025-04-02,2025-12-28,Standard Class,CUST-071,USA,Lake Sharon,Massachusetts,22008,Sugar,Central,P-011,Everlasting Gobstopper,206,17,101,105
583,CA-1583,2025-08-09,2026-02-27,Standard Class,CUST-224,USA,North Lisafurt,Arizona,71605,Other,Central,P-015,Kazookles,801,19,681,120
584,CA-1584,2025-07-28,2026-02-17,Standard Class,CUST-162,USA,Allisonburgh,North Carolina,81506,Sugar,Central,P-007,SweeTARTS,405,27,20,385
585,CA-1585,2026-01-13,2025-08-15,Second Class,CUST-078,USA,East Mitchellville,New Mexico,08277,Other,East,P-014,Wonka Gum,905,12,438,467
586,CA-1586,2026-03-26,2025-12-18,Standard Class,CUST-053,USA,East Lori,Nebraska,18369,Other,East,P-013,Lickable Wallpaper,847,16,176,671
587,CA-1587,2025-09-20,2025-08-09,Second Class,CUST-066,USA,Lake Melissatown,Washington,26253,Other,Central,P-013,Lickable Wallpaper,350,24,246,104
588,CA-1588,2026-01-02,2025-09-17,First Class,CUST-059,USA,South Tonya,Nevada,01827,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,227,8,111,116
589,CA-1589,2025-12-29,2026-03-01,Second Class,CUST-287,USA,Port Hollyshire,Kentucky,15102,Sugar,West,P-008,Nerds,225,16,40,185
590,CA-1590,2026-02-27,2025-12-13,Second Class,CUST-252,USA,Larryside,Vermont,55307,Sugar,South,P-011,Everlasting Gobstopper,379,6,217,162
591,CA-1591,2025-08-07,2025-09-12,Second Class,CUST-276,USA,Stevensburgh,Colorado,19570,Sugar,South,P-008,Nerds,537,11,484,53
592,CA-1592,2025-07-03,2025-07-11,First Class,CUST-076,USA,New Richardfort,Illinois,26924,Other,Central,P-014,Wonka Gum,963,23,487,476
593,CA-1593,2025-07-08,2025-07-26,First Class,CUST-287,USA,Harrisfort,Mississippi,52451,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,613,29,492,121
594,CA-1594,2025-05-19,2025-07-15,First Class,CUST-158,USA,New Gregg,Arizona,26550,Sugar,Central,P-011,Everlasting Gobstopper,317,25,158,159
595,CA-1595,2025-09-01,2025-04-09,Second Class,CUST-081,USA,Hollymouth,Connecticut,41826,Sugar,East,P-008,Nerds,904,15,682,222
596,CA-1596,2025-10-14,2025-11-09,Second Class,CUST-084,USA,Brianport,Hawaii,32376,Other,East,P-014,Wonka Gum,128,6,36,92
597,CA-1597,2025-11-14,2026-02-27,Standard Class,CUST-060,USA,Kaylaton,Tennessee,32902,Sugar,West,P-006,Laffy Taffy,621,16,423,198
598,CA-1598,2025-07-26,2026-02-24,Standard Class,CUST-202,USA,Martinville,Pennsylvania,18883,Other,West,P-014,Wonka Gum,139,19,51,88
599,CA-1599,2025-09-17,2026-01-31,Second Class,CUST-136,USA,South Williamside,New Hampshire,43668,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,690,30,199,491
600,CA-1600,2025-07-23,2026-03-21,Standard Class,CUST-166,USA,North Jenniferville,Idaho,08209,Sugar,East,P-008,Nerds,409,16,239,170
601,CA-1601,2025-04-08,2025-08-31,Standard Class,CUST-051,USA,North Michael,Oregon,36588,Chocolate,Central,P-001,Wonka Bar - Nutty Crunch Surprise,764,9,551,213
602,CA-1602,2025-09-21,2026-02-27,Standard Class,CUST-046,USA,Myersport,Indiana,96131,Chocolate,East,P-001,Wonka Bar - Nutty Crunch Surprise,794,9,49,745
603,CA-1603,2025-08-29,2025-09-27,Standard Class,CUST-130,USA,North Jenniferbury,Wyoming,33543,Other,South,P-015,Kazookles,564,17,304,260
604,CA-1604,2025-05-23,2026-03-19,First Class,CUST-148,USA,Jamesland,Massachusetts,93118,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,716,17,29,687
605,CA-1605,2025-08-09,2025-06-17,Standard Class,CUST-112,USA,Justinside,Connecticut,59731,Sugar,East,P-006,Laffy Taffy,954,19,896,58
606,CA-1606,2026-01-23,2026-02-12,Standard Class,CUST-142,USA,Craigfurt,Indiana,82196,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,426,19,214,212
607,CA-1607,2025-04-09,2025-11-02,First Class,CUST-149,USA,New Josephport,Wisconsin,07321,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,147,6,64,83
608,CA-1608,2025-08-04,2025-06-09,First Class,CUST-068,USA,North Jennifermouth,Texas,47908,Sugar,Central,P-006,Laffy Taffy,128,17,63,65
609,CA-1609,2026-03-06,2026-02-01,Second Class,CUST-243,USA,Hannahview,New Jersey,34441,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,146,8,54,92
610,CA-1610,2025-08-13,2025-06-30,Standard Class,CUST-091,USA,Lake Gerald,Kentucky,17639,Sugar,Central,P-008,Nerds,966,17,525,441
611,CA-1611,2025-06-24,2025-04-23,Second Class,CUST-211,USA,West Christopherhaven,Minnesota,77328,Sugar,East,P-006,Laffy Taffy,484,16,341,143
612,CA-1612,2026-02-03,2025-04-13,First Class,CUST-178,USA,North Michaelland,Tennessee,43790,Sugar,East,P-007,SweeTARTS,707,5,499,208
613,CA-1613,2026-03-06,2025-10-20,First Class,CUST-270,USA,Lindashire,Hawaii,29020,Other,South,P-013,Lickable Wallpaper,756,14,272,484
614,CA-1614,2025-04-01,2026-02-07,Second Class,CUST-125,USA,West Rachelport,Iowa,28076,Other,Central,P-013,Lickable Wallpaper,805,20,370,435
615,CA-1615,2026-02-04,2026-01-24,Standard Class,CUST-066,USA,Port Markburgh,New Jersey,25814,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,935,11,276,659
616,CA-1616,2025-09-09,2025-10-12,Second Class,CUST-038,USA,Port Philip,Michigan,23640,Sugar,South,P-011,Everlasting Gobstopper,295,13,31,264
617,CA-1617,2025-06-24,2025-07-11,First Class,CUST-144,USA,Schaefershire,Georgia,13468,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,421,7,65,356
618,CA-1618,2025-09-09,2026-02-27,Second Class,CUST-259,USA,Lake Jasminetown,California,43031,Sugar,East,P-008,Nerds,207,13,47,160
619,CA-1619,2025-07-03,2025-04-12,Standard Class,CUST-042,USA,Andrewview,Oklahoma,08144,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,442,8,387,55
620,CA-1620,2026-03-25,2026-01-31,Second Class,CUST-298,USA,Justinland,Alaska,30161,Other,Central,P-010,Fizzy Lifting Drinks,151,21,80,71
621,CA-1621,2025-06-14,2025-07-17,Second Class,CUST-275,USA,Weberborough,Virginia,51939,Sugar,East,P-012,Hair Toffee,908,12,713,195
622,CA-1622,2025-04-21,2025-10-29,Standard Class,CUST-294,USA,Millertown,Maine,44031,Other,South,P-013,Lickable Wallpaper,780,6,223,557
623,CA-1623,2026-01-25,2025-07-30,Second Class,CUST-211,USA,Mistyland,Massachusetts,99845,Other,West,P-013,Lickable Wallpaper,933,23,287,646
624,CA-1624,2025-10-18,2025-08-30,Standard Class,CUST-151,USA,Willishaven,West Virginia,41236,Sugar,South,P-006,Laffy Taffy,640,11,188,452
625,CA-1625,2025-08-08,2025-10-06,Second Class,CUST-073,USA,Jessicaburgh,Vermont,75784,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,729,5,181,548
626,CA-1626,2026-03-18,2025-05-29,First Class,CUST-003,USA,West Christianport,Alaska,73257,Sugar,South,P-007,SweeTARTS,875,27,709,166
627,CA-1627,2025-12-13,2026-01-05,Standard Class,CUST-023,USA,Alexanderville,Wisconsin,21638,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,647,5,534,113
628,CA-1628,2026-01-06,2025-07-16,Second Class,CUST-047,USA,Smallport,Delaware,68538,Sugar,Central,P-006,Laffy Taffy,943,8,673,270
629,CA-1629,2025-10-16,2026-01-29,First Class,CUST-273,USA,Jacobburgh,Texas,98812,Sugar,South,P-008,Nerds,973,6,355,618
630,CA-1630,2025-04-21,2025-04-15,Standard Class,CUST-033,USA,Jillianfort,Hawaii,51590,Sugar,East,P-008,Nerds,778,26,453,325
631,CA-1631,2026-02-24,2025-10-08,Standard Class,CUST-214,USA,Lake Kaitlin,Alaska,31903,Sugar,South,P-011,Everlasting Gobstopper,643,12,140,503
632,CA-1632,2026-01-26,2026-03-04,Standard Class,CUST-024,USA,Pattonfurt,Iowa,46199,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,301,28,234,67
633,CA-1633,2026-01-13,2025-12-30,Standard Class,CUST-271,USA,East Steven,Tennessee,50502,Sugar,Central,P-011,Everlasting Gobstopper,113,10,45,68
634,CA-1634,2026-01-01,2025-12-01,Standard Class,CUST-162,USA,Lake Josephbury,Texas,35338,Other,Central,P-015,Kazookles,780,8,552,228
635,CA-1635,2026-01-29,2025-04-23,Second Class,CUST-125,USA,North Victoria,Oklahoma,46547,Sugar,West,P-012,Hair Toffee,551,10,203,348
636,CA-1636,2025-06-15,2025-06-13,Second Class,CUST-151,USA,Shermanberg,Connecticut,59797,Other,South,P-010,Fizzy Lifting Drinks,416,24,65,351
637,CA-1637,2026-03-07,2026-01-27,Second Class,CUST-141,USA,North Dianachester,Maine,07498,Other,South,P-010,Fizzy Lifting Drinks,665,18,399,266
638,CA-1638,2025-05-29,2025-09-26,Standard Class,CUST-261,USA,Philipburgh,Connecticut,99672,Chocolate,South,P-005,Wonka Bar - Triple Dazzle Caramel,523,11,64,459
639,CA-1639,2026-03-08,2025-07-28,Standard Class,CUST-275,USA,Warnerside,Rhode Island,44348,Sugar,East,P-011,Everlasting Gobstopper,188,16,35,153
640,CA-1640,2025-10-20,2025-09-27,Second Class,CUST-201,USA,East Allison,Idaho,62761,Other,Central,P-015,Kazookles,873,15,229,644
641,CA-1641,2026-02-09,2025-07-27,First Class,CUST-008,USA,Mooretown,South Dakota,39053,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,635,23,90,545
642,CA-1642,2025-09-01,2026-02-21,First Class,CUST-157,USA,Lake Taylorchester,Indiana,38888,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,576,18,388,188
643,CA-1643,2026-02-11,2025-08-17,First Class,CUST-232,USA,East Gregory,Indiana,11120,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,861,6,313,548
644,CA-1644,2025-06-11,2025-11-28,Standard Class,CUST-062,USA,Evansbury,Iowa,20357,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,217,17,61,156
645,CA-1645,2026-01-21,2025-06-30,Standard Class,CUST-120,USA,Cruztown,Michigan,31292,Other,East,P-010,Fizzy Lifting Drinks,738,6,171,567
646,CA-1646,2026-02-01,2025-07-24,Standard Class,CUST-283,USA,Brettberg,California,54947,Other,East,P-013,Lickable Wallpaper,806,23,211,595
647,CA-1647,2025-10-16,2025-06-19,Standard Class,CUST-087,USA,South Lauriemouth,Georgia,63256,Sugar,East,P-007,SweeTARTS,802,14,196,606
648,CA-1648,2025-07-06,2025-09-10,Standard Class,CUST-074,USA,New Jonathan,Vermont,97533,Chocolate,East,P-003,Wonka Bar - Scrumdiddlyumptious,647,28,319,328
649,CA-1649,2025-12-21,2026-03-28,Second Class,CUST-240,USA,East Jill,Virginia,02048,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,475,24,421,54
650,CA-1650,2025-04-24,2025-08-27,Second Class,CUST-292,USA,East Rebecca,West Virginia,74541,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,757,30,385,372
651,CA-1651,2025-12-31,2026-03-04,Standard Class,CUST-021,USA,Jamestown,Louisiana,87095,Chocolate,Central,P-001,Wonka Bar - Nutty Crunch Surprise,944,22,190,754
652,CA-1652,2026-01-26,2025-07-21,Second Class,CUST-273,USA,North Wesley,Arizona,10481,Other,East,P-015,Kazookles,375,24,211,164
653,CA-1653,2025-12-08,2025-08-24,Second Class,CUST-272,USA,Longmouth,Mississippi,23808,Chocolate,South,P-005,Wonka Bar - Triple Dazzle Caramel,434,29,233,201
654,CA-1654,2026-02-14,2025-06-13,First Class,CUST-129,USA,Anneshire,Oregon,26361,Other,Central,P-013,Lickable Wallpaper,168,16,94,74
655,CA-1655,2025-10-22,2025-08-25,Second Class,CUST-147,USA,Wolfshire,Texas,23534,Other,West,P-010,Fizzy Lifting Drinks,772,17,503,269
656,CA-1656,2026-02-25,2025-12-17,First Class,CUST-272,USA,North Shawnchester,Wyoming,62470,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,473,29,266,207
657,CA-1657,2025-11-10,2025-06-11,Standard Class,CUST-166,USA,New Sandrastad,New York,06382,Sugar,Central,P-011,Everlasting Gobstopper,177,21,120,57
658,CA-1658,2025-06-07,2025-06-10,Standard Class,CUST-089,USA,New Chelseaton,Georgia,36555,Sugar,Central,P-007,SweeTARTS,825,11,64,761
659,CA-1659,2025-07-07,2025-07-27,Standard Class,CUST-119,USA,Crawfordmouth,Georgia,80448,Sugar,East,P-012,Hair Toffee,695,23,511,184
660,CA-1660,2025-09-28,2026-01-11,First Class,CUST-207,USA,East Joseph,New Mexico,97744,Sugar,East,P-008,Nerds,974,28,484,490
661,CA-1661,2025-04-23,2025-10-29,Second Class,CUST-246,USA,West Marcshire,South Carolina,62044,Sugar,West,P-007,SweeTARTS,166,29,24,142
662,CA-1662,2025-05-26,2025-08-30,First Class,CUST-282,USA,East Benjamin,Colorado,27911,Sugar,Central,P-011,Everlasting Gobstopper,723,9,221,502
663,CA-1663,2025-08-06,2025-05-20,First Class,CUST-049,USA,Hobbsmouth,Louisiana,79887,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,508,29,263,245
664,CA-1664,2025-04-20,2026-02-08,Standard Class,CUST-042,USA,North Daniel,North Dakota,43195,Sugar,South,P-008,Nerds,777,14,308,469
665,CA-1665,2025-12-11,2026-02-18,First Class,CUST-299,USA,Port Barbara,Oregon,02699,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,506,13,341,165
666,CA-1666,2025-05-20,2025-08-09,Standard Class,CUST-007,USA,Douglasmouth,Arizona,49390,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,600,28,274,326
667,CA-1667,2025-07-21,2025-07-27,First Class,CUST-091,USA,East Yolandaland,Mississippi,76679,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,213,26,141,72
668,CA-1668,2026-02-20,2025-10-20,Second Class,CUST-277,USA,Johnnychester,Colorado,17362,Other,Central,P-010,Fizzy Lifting Drinks,278,10,207,71
669,CA-1669,2026-01-14,2025-04-05,Second Class,CUST-034,USA,East Thomas,Kentucky,02499,Sugar,East,P-006,Laffy Taffy,936,12,369,567
670,CA-1670,2026-03-09,2025-10-20,Second Class,CUST-011,USA,Jessicaview,South Dakota,33686,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,209,14,124,85
671,CA-1671,2025-04-14,2026-03-07,Second Class,CUST-130,USA,Nicoleland,Ohio,90962,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,612,10,527,85
672,CA-1672,2026-02-24,2025-06-30,Standard Class,CUST-122,USA,South Jessicaborough,Nevada,49888,Sugar,West,P-007,SweeTARTS,218,7,102,116
